granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,govt_reemployees,filename
MOFA,NA,2014-03-24,2014 Mar,2014,11728800,0,青年海外協力協会,NA,"公益社団法人青年海外協力協会
東京都千代田区一番町23-3",NA,"独立行政法人国際協力機構
契約担当役　理事　小寺清
東京都千代田区二番町5-25",スリランカ国紛争影響地域における帰還民を対象とした生計向上支援(第3年次)業務実施契約（単独型）,Goods and Services,公社,国所管,2,Negotiated,0,h25_youshiki3_4
MAFF,NA,2014-03-25,2014 Mar,2014,4917133,0,農村更正協会,NA,"公益財団法人農村更正協会
東京都中央区日本橋2-1-16",NA,"独立行政法人種苗管理センター八岳農場長 山並 昭朗
長野県茅野市玉川11401-1",土地借料,Goods and Services,公財,国所管,0,Negotiated,2,h26_youshiki3-4
MHLW,NA,2014-03-25,2014 Mar,2014,23631264,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構長良医療センター　院長　山田堅一
岐阜県岐阜市長良1300番地7",放射性医薬品購入単価契約　,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-25,2014 Mar,2014,17405280,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構嬉野医療センター
院長　河部　庸次郎
佐賀県嬉野市嬉野町大字下宿丙２４３６",放射性医薬品購入契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-25,2014 Mar,2014,26859600,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構熊本医療センター　院長　河野文夫
熊本県熊本市中央区二の丸1-5",放射線源単価契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MAFF,NA,2014-03-26,2014 Mar,2014,7430400,0,日本広報協会,NA,"公益社団法人日本広報協会
東京都新宿区新宿1-15-9",NA,"独立行政法人水産総合研究センター
総務部長　下迫田　裕二
神奈川県横浜市西区みなとみらい2-3-3",水産総合研究センター広報誌等印刷・配布業務,Goods and Services,公社,国所管,3,Competitive,NA,h26_youshiki3-3
MAFF,NA,2014-03-26,2014 Mar,2014,2799360,0,日本広報協会,NA,"公益社団法人日本広報協会
東京都新宿区新宿1-15-9",NA,"独立行政法人水産総合研究センター
総務部長　下迫田　裕二
神奈川県横浜市西区みなとみらい2-3-3",水産総合研究センター広報誌等制作補助業務,Goods and Services,公社,国所管,2,Competitive,NA,h26_youshiki3-3
METI,NA,2014-03-26,2014 Mar,2014,27108432,35921880,日本科学技術振興財団,NA,"公益財団法人日本科学技術振興財団
東京都千代田区北の丸公園2-1",NA,"経理部長　渡邊正明
神奈川県川崎市幸区大宮町1310",科学技術館のＮＥＤＯ常設展示におけるイベント実施及び運営業務,Goods and Services,公財,国所管,2,Negotiated,0,h25_youshiki3_3
MHLW,NA,2014-03-26,2014 Mar,2014,17470080,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構金沢医療センター　院長　能登裕
石川県金沢市下石引町1番1号",密封小線源の購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-26,2014 Mar,2014,34879356,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構静岡医療センター　院長　梅本琢也
静岡県駿東郡清水町長沢762-1",放射性医薬品購入契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-26,2014 Mar,2014,19631376,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構東近江総合医療センター　院長　井上修平
滋賀県東近江市五智町255",平成26年度放射性医薬品単価契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-26,2014 Mar,2014,41939835,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構福山医療センター　院長　岩垣博巳
広島県福山市沖野上町４丁目１４－１７",放射性医薬品の購入（平成２６年度）,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-26,2014 Mar,2014,16450128,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構南九州病院　院長　廣津泰寛
鹿児島県姶良市加治木町木田１８８２",放射性医薬品,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MOFA,NA,2014-03-26,2014 Mar,2014,4064040,0,結核予防会,NA,"公益財団法人結核予防会
東京都千代田区三崎町1-3-12",NA,"独立行政法人国際協力機構
契約担当役　理事　小寺清
東京都千代田区二番町5-25",フィリピン国「結核対策向上プロジェクト」フォローアップ協力業務実施契約,Goods and Services,公財,国所管,1,Negotiated,0,h25_youshiki3_4
MAFF,NA,2014-03-27,2014 Mar,2014,25919863,0,日本木材保存協会,NA,"公益社団法人日本木材保存協会
東京都港区虎ノ門４丁目２番５号",NA,"支出負担行為担当官　林野庁長官　沼田正俊
東京都千代田区霞が関1-2-1",ＣＬＴ等新製品・新技術利用促進事業のうち耐久性等品質向上,Goods and Services,公社,国所管,9,Negotiated,0,h25_youshiki2_4
METI,NA,2014-03-27,2014 Mar,2014,9022113,9022113,関西文化学術研究都市推進機構,NA,"公益財団法人関西文化学術研究都市推進機構
京都府相楽郡精華町光台１丁目７",NA,近畿経済産業局　大阪市中央区大手前1-5-44　支出負担行為担当官　近畿経済産業局総務企画部長　　宮本　昭彦,平成２５年度補正予算「地域企業人材共同育成事業（けいはんな地域ＥＶ人材育成プロジェクト）」,Goods and Services,公財,国所管,30,Negotiated,0,h25_youshiki2_4
MHLW,NA,2014-03-27,2014 Mar,2014,8987760,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構北海道がんセンター　院長　近藤啓史
北海道札幌市白石区菊水4条2丁目3-54",平成26年度治療用密封小線源購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-27,2014 Mar,2014,22566384,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構和歌山病院　院長　南方良章
和歌山県日高郡美浜町大字和田1138",放射性医薬品,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-27,2014 Mar,2014,41462928,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構岩国医療センター　院長　竹内仁司
山口県岩国市愛宕町1-1-1",放射線医薬品調達,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-27,2014 Mar,2014,44018532,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構四国がんセンター　院長　新海哲
愛媛県松山市南梅本町甲１６０",放射線医薬品の購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-27,2014 Mar,2014,11283192,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45
法人番号7010005018674",7010005018674,"独立行政法人国立病院機構和歌山病院
院長　南方　良章
和歌山県日高郡美浜町大字和田1138",放射性医薬品購入契約,Goods and Services,公社,国認定,1,Negotiated,0,h27_youshiki3-4
METI,NA,2014-03-28,2014 Mar,2014,5985362,5985362,ファインセラミックスセンタ-,NA,"一般財団法人ファインセラミックスセンター
公益財団法人中部科学技術センター
愛知県名古屋市熱田区六野二丁目４番１号
愛知県名古屋市中区大須一丁目３５番１８号",NA,中部経済産業局　名古屋市中区三の丸２－５－２ 支出負担行為担当官　中部経済産業局総務企画部長　籔内　雅幸,平成25年度補正予算事業「地域オープンイノベーション促進事業」（運営協議会の設置及び運営に関する業務）（東海地域）,Goods and Services,公財,国所管,1,Negotiated,0,h25_youshiki2_4
MHLW,NA,2014-03-28,2014 Mar,2014,32672955,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構北海道医療センター　院長　菊地誠志
北海道札幌市西区山の手5条7-1-1",放射性医薬品購入契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,38242692,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構旭川医療センター　院長　箭原修
北海道旭川市花咲町7-4048",平成26年度放射性医薬品,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,11969578,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構沼田病院　院長　前村道生
群馬県沼田市上原町1551-4",放射性医薬品（造影剤）売買契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,43965915,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構千葉東病院　院長　山岸文雄
千葉県千葉市中央区仁戸名町673",放射線医薬品単価契約,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,29837300,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構近畿中央胸部疾患センター　院長　林清二
堺市北区長曽根町１１８０",放射性医薬品購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,16039080,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構神戸医療センター　院長　島田悦司
兵庫県神戸市須磨区西落合3-1-1",Ga-67クエン酸ガリウム-Ga67注射液　他68件,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,23112216,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構東広島医療センター　院長　竹﨑英一
広島県東広島市西条町寺家3-15",放射線医薬品の調達,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,8863668,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構四国こどもとおとなの医療センター　院長　中川義信
香川県善通寺市仙遊町2-1-1",放射性医薬品購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,17191224,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構四国がんセンター　院長　新海哲
愛媛県松山市南梅本町甲１６０",放射性物質診療用器具購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,15912225,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構高知病院　院長　大串文隆
高知県高知市朝倉西町1-2-25",医薬品(放射性医薬品）の調達,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,86772384,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",NA,"独立行政法人国立病院機構長崎医療センター　院長　江﨑宏典
長崎県大村市久原2-1001-1",放射性医薬品の購入,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
MHLW,NA,2014-03-28,2014 Mar,2014,184977216,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込二丁目28番45号",NA,"独立行政法人国立循環器病研究センター　総長　橋本信夫
大阪府吹田市藤白台5-7-1",放射性医薬品,Goods and Services,公社,国所管,1,Negotiated,0,h26_youshiki3-4
